brand_name,generic_name,manufacturer,source
Buron,Ibuprofen,Thai Nakorn Patana,AI-Enriched-2026
Seda TNP,Dimenhydrinate,Thai Nakorn Patana,AI-Enriched-2026
Tiffy Fu,Paracetamol;Phenylephrine;Chlorpheniramine,Thai Nakorn Patana,AI-Enriched-2026
Bakamol Suspension,Paracetamol,Thai Nakorn Patana,AI-Enriched-2026
Antacil Al-U-Mag,Aluminium hydroxide;Magnesium hydroxide;Simethicone,Thai Nakorn Patana,AI-Enriched-2026
Neotica Gel,Piroxicam,Thai Nakorn Patana,AI-Enriched-2026
Buron Suspension,Ibuprofen,Thai Nakorn Patana,AI-Enriched-2026
Bakamol 120,Paracetamol,Thai Nakorn Patana,AI-Enriched-2026
Decolgen Syrup,Paracetamol;Chlorpheniramine;Phenylephrine,Thai Nakorn Patana,AI-Enriched-2026
G-Tab,Paracetamol;Guaifenesin,Thai Nakorn Patana,AI-Enriched-2026
Siam-B6,Pyridoxine,Siam Pharmaceutical,AI-Enriched-2026
Siam-B1,Thiamine,Siam Pharmaceutical,AI-Enriched-2026
Siampic,Ampicillin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Geno,Gentamicin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Doxy,Doxycycline,Siam Pharmaceutical,AI-Enriched-2026
Siam-Mox,Amoxicillin,Siam Pharmaceutical,AI-Enriched-2026
Siamdene,Piroxicam,Siam Pharmaceutical,AI-Enriched-2026
Siandorm,Diazepam,Siam Pharmaceutical,AI-Enriched-2026
Siampromazine,Chlorpromazine,Siam Pharmaceutical,AI-Enriched-2026
Siam-B-12,Cyanocobalamin,Siam Pharmaceutical,AI-Enriched-2026
Berlin-Amlo,Amlodipine,Berlin Pharmaceutical,AI-Enriched-2026
Berlipril-5,Enalapril,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Simva,Simvastatin,Berlin Pharmaceutical,AI-Enriched-2026
Berlifed,Triprolidine;Pseudoephedrine,Berlin Pharmaceutical,AI-Enriched-2026
Berlifit,Multivitamins,Berlin Pharmaceutical,AI-Enriched-2026
Berlipan,Pancreatin,Berlin Pharmaceutical,AI-Enriched-2026
Berliside,Glipizide,Berlin Pharmaceutical,AI-Enriched-2026
Berliglit,Pioglitazone,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Ator,Atorvastatin,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Losa,Losartan,Berlin Pharmaceutical,AI-Enriched-2026
Bio-Moxil,Amoxicillin,Biolab,AI-Enriched-2026
Bio-Drox,Cefadroxil,Biolab,AI-Enriched-2026
Bio-Pen-V,Phenoxymethylpenicillin,Biolab,AI-Enriched-2026
Bio-Cephal,Cephalexin,Biolab,AI-Enriched-2026
Bio-Nidaz,Metronidazole,Biolab,AI-Enriched-2026
Bio-Metron,Metronidazole,Biolab,AI-Enriched-2026
Bio-Lopramide,Loperamide,Biolab,AI-Enriched-2026
Bio-Salmol,Salbutamol,Biolab,AI-Enriched-2026
Bio-Predolone,Prednisolone,Biolab,AI-Enriched-2026
Bio-Ketoz,Ketoconazole,Biolab,AI-Enriched-2026
Mega-D-Plus,Colecalciferol,Mega Lifesciences,AI-Enriched-2026
Mega-Bone-Care,Calcium carbonate,Mega Lifesciences,AI-Enriched-2026
Mega-Night-Time,Melatonin,Mega Lifesciences,AI-Enriched-2026
Mega-Eye-Care,Lutein;Zeaxanthin,Mega Lifesciences,AI-Enriched-2026
Mega-EPA-DHA,Omega-3 triglycerides,Mega Lifesciences,AI-Enriched-2026
Mega-Daily-Vit,Multivitamin,Mega Lifesciences,AI-Enriched-2026
Mega-Zinc-Plus,Zinc amino acid chelate,Mega Lifesciences,AI-Enriched-2026
Mega-Iron-Complex,Ferrous fumarate;Folic acid;Vitamin B12,Mega Lifesciences,AI-Enriched-2026
Mega-Mag-Complex,Magnesium oxide,Mega Lifesciences,AI-Enriched-2026
Mega-Cal-Mg,Calcium;Magnesium,Mega Lifesciences,AI-Enriched-2026
TP-Cef-Zone,Ceftriaxone,T.P. Drug Laboratories,AI-Enriched-2026
TP-Pen-G,Benzylpenicillin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Strepto,Streptomycin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Phytone,Phytomenadione,T.P. Drug Laboratories,AI-Enriched-2026
TP-Aneurin,Thiamine,T.P. Drug Laboratories,AI-Enriched-2026
TP-Cobal,Cyanocobalamin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Eryth,Erythromycin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Dox-Cap,Doxycycline,T.P. Drug Laboratories,AI-Enriched-2026
TP-Mox-Syrup,Amoxicillin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Trim,Sulfamethoxazole;Trimethoprim,T.P. Drug Laboratories,AI-Enriched-2026
Caduet,Amlodipine;Atorvastatin,Pfizer,AI-Enriched-2026
Duavee,Conjugated estrogens;Bazedoxifene,Pfizer,AI-Enriched-2026
Cibinqo,Abrocitinib,Pfizer,AI-Enriched-2026
Inflectra,Infliximab,Pfizer,AI-Enriched-2026
Nimenrix,Meningococcal conjugate vaccine,Pfizer,AI-Enriched-2026
Comirnaty,COVID-19 mRNA vaccine,Pfizer,AI-Enriched-2026
Paxlovid,Nirmatrelvir;Ritonavir,Pfizer,AI-Enriched-2026
Ellence,Epirubicin,Pfizer,AI-Enriched-2026
Idamycin,Idarubicin,Pfizer,AI-Enriched-2026
Aromasin,Exemestane,Pfizer,AI-Enriched-2026
Daurismo,Glasdegib,Pfizer,AI-Enriched-2026
Breo Ellipta,Fluticasone furoate;Vilanterol,GSK,AI-Enriched-2026
Arnuity Ellipta,Fluticasone furoate,GSK,AI-Enriched-2026
Cutivate,Fluticasone propionate,GSK,AI-Enriched-2026
Altargo,Retapamulin,GSK,AI-Enriched-2026
Varilrix,Varicella vaccine,GSK,AI-Enriched-2026
Fendrix,Hepatitis B vaccine,GSK,AI-Enriched-2026
Hiberix,Haemophilus influenzae type b vaccine,GSK,AI-Enriched-2026
Twinrix,Hepatitis A vaccine;Hepatitis B vaccine,GSK,AI-Enriched-2026
Ambirix,Hepatitis A vaccine;Hepatitis B vaccine,GSK,AI-Enriched-2026
Bydureon,Exenatide,AstraZeneca,AI-Enriched-2026
Byetta,Exenatide,AstraZeneca,AI-Enriched-2026
Kombiglyze,Saxagliptin;Metformin,AstraZeneca,AI-Enriched-2026
Vaxzevria,COVID-19 vaccine,AstraZeneca,AI-Enriched-2026
Evusheld,Tixagevimab;Cilgavimab,AstraZeneca,AI-Enriched-2026
Tezspire,Tezepelumab,AstraZeneca,AI-Enriched-2026
Truqap,Capivasertib,AstraZeneca,AI-Enriched-2026
Airsupra,Albuterol;Budesonide,AstraZeneca,AI-Enriched-2026
Eklira Genuair,Aclidinium bromide,AstraZeneca,AI-Enriched-2026
Trixeo Aerosphere,Budesonide;Glycopyrronium;Formoterol,AstraZeneca,AI-Enriched-2026
Lexotan,Bromazepam,Roche,AI-Enriched-2026
Aurorix,Moclobemide,Roche,AI-Enriched-2026
Tilcotil,Tenoxicam,Roche,AI-Enriched-2026
Inhibace,Cilazapril,Roche,AI-Enriched-2026
Fansidar,Sulfadoxine;Pyrimethamine,Roche,AI-Enriched-2026
Soriatane,Acitretin,Roche,AI-Enriched-2026
Galvus Met,Vildagliptin;Metformin,Novartis,AI-Enriched-2026
Eucreas,Vildagliptin;Metformin,Novartis,AI-Enriched-2026
Exforge HCT,Amlodipine;Valsartan;Hydrochlorothiazide,Novartis,AI-Enriched-2026
Zykadia,Ceritinib,Novartis,AI-Enriched-2026
Rydapt,Midostaurin,Novartis,AI-Enriched-2026
Kesimpta,Ofatumumab,Novartis,AI-Enriched-2026
Pluvicto,Lutetium Lu 177 vipivotide tetraxetan,Novartis,AI-Enriched-2026
Locacorten-Vioform,Flumethasone;Clioquinol,Novartis,AI-Enriched-2026
Lotrel,Amlodipine;Benazepril,Novartis,AI-Enriched-2026
Simbrinza,Brinzolamide;Brimonidine,Novartis,AI-Enriched-2026
Azopt,Brinzolamide,Novartis,AI-Enriched-2026
Patanol,Olopatadine,Novartis,AI-Enriched-2026
Nevanac,Nepafenac,Novartis,AI-Enriched-2026
Targocid,Teicoplanin,Sanofi,AI-Enriched-2026
Trental,Pentoxifylline,Sanofi,AI-Enriched-2026
Daonil,Glibenclamide,Sanofi,AI-Enriched-2026
Rezurock,Belumosudil,Sanofi,AI-Enriched-2026
Enjaymo,Sutimlimab,Sanofi,AI-Enriched-2026
Dogmatil,Sulpiride,Sanofi,AI-Enriched-2026
Asmanex,Mometasone furoate,MSD,AI-Enriched-2026
Dulera,Mometasone furoate;Formoterol fumarate,MSD,AI-Enriched-2026
RotaTeq,Rotavirus Vaccine,MSD,AI-Enriched-2026
Pneumovax 23,Pneumococcal Vaccine Polyvalent,MSD,AI-Enriched-2026
Lagevrio,Molnupiravir,MSD,AI-Enriched-2026
Baqsimi,Glucagon,Eli Lilly,AI-Enriched-2026
Basaglar,Insulin glargine,Eli Lilly,AI-Enriched-2026
Lyumjev,Insulin lispro,Eli Lilly,AI-Enriched-2026
Cyramza,Ramucirumab,Eli Lilly,AI-Enriched-2026
Portrazza,Necitumumab,Eli Lilly,AI-Enriched-2026
Zepbound,Tirzepatide,Eli Lilly,AI-Enriched-2026
Vitrakvi,Larotrectinib,Bayer,AI-Enriched-2026
Nubeqa,Darolutamide,Bayer,AI-Enriched-2026
Finacea,Azelaic acid,Bayer,AI-Enriched-2026
Skinoren,Azelaic acid,Bayer,AI-Enriched-2026
Alka-Seltzer,Aspirin;Sodium bicarbonate;Citric acid,Bayer,AI-Enriched-2026
Aleve,Naproxen sodium,Bayer,AI-Enriched-2026
Levonelle,Levonorgestrel,Bayer,AI-Enriched-2026
Kyleena,Levonorgestrel,Bayer,AI-Enriched-2026
Jaydess,Levonorgestrel,Bayer,AI-Enriched-2026
Niaspan,Niacin,Abbott,AI-Enriched-2026
TriLipix,Fenofibric acid,Abbott,AI-Enriched-2026
AndroGel,Testosterone,Abbott,AI-Enriched-2026
Gidat,Tamsulosin hydrochloride,Abbott,AI-Enriched-2026
Vi-Daylin,Multivitamins,Abbott,AI-Enriched-2026
Akeega,Niraparib;Abiraterone acetate,J&J,AI-Enriched-2026
Sirturo,Bedaquiline,J&J,AI-Enriched-2026
Yondelis,Trabectedin,J&J,AI-Enriched-2026
Vokanamet,Canagliflozin;Metformin hydrochloride,J&J,AI-Enriched-2026
Ponvory,Ponesimod,J&J,AI-Enriched-2026
Uptravi,Selexipag,J&J,AI-Enriched-2026
Opsumit,Macitentan,J&J,AI-Enriched-2026
Tracleer,Bosentan,J&J,AI-Enriched-2026
Sufenta,Sufentanil citrate,J&J,AI-Enriched-2026
Ultiva,Remifentanil hydrochloride,J&J,AI-Enriched-2026
Glevecip,Imatinib,Cipla,AI-Enriched-2026
Capitril,Captopril,Sun Pharma,AI-Enriched-2026
Amcard,Amlodipine,Dr. Reddy's,AI-Enriched-2026
Cifran,Ciprofloxacin,Sun Pharma,AI-Enriched-2026
Omez,Omeprazole,Dr. Reddy's,AI-Enriched-2026
Zupar,Paracetamol;Ibuprofen,Glenmark,AI-Enriched-2026
Feginex,Ferrous fumarate,Sun Pharma,AI-Enriched-2026
M-Cam,Meloxicam,Unichem,AI-Enriched-2026
L-Cin,Levofloxacin,Lupin,AI-Enriched-2026
Rablet,Rabeprazole,Lupin,AI-Enriched-2026
Altacef,Cefuroxime,Glenmark,AI-Enriched-2026
Telista,Telmisartan,Lupin,AI-Enriched-2026
Glizid,Gliclazide,Panacea Biotec,AI-Enriched-2026
Pruict,Prucalopride,Sun Pharma,AI-Enriched-2026
Rosuless,Rosuvastatin,Lupin,AI-Enriched-2026
Atormac,Atorvastatin,Macleods,AI-Enriched-2026
Metosartan,Telmisartan;Metoprolol,Sun Pharma,AI-Enriched-2026
Clopilet,Clopidogrel,Sun Pharma,AI-Enriched-2026
Storvas,Atorvastatin,Sun Pharma,AI-Enriched-2026
Voveran,Diclofenac,Sun Pharma,AI-Enriched-2026
Ciplar,Propranolol,Cipla,AI-Enriched-2026
Cardivas,Carvedilol,Sun Pharma,AI-Enriched-2026
Prazopress,Prazosin,Sun Pharma,AI-Enriched-2026
Stugil,Cinnarizine,Dr. Reddy's,AI-Enriched-2026
Diclomax,Diclofenac,Torrent,AI-Enriched-2026
Azicip,Azithromycin,Cipla,AI-Enriched-2026
Nurokind,Mecobalamin,Mankind Pharma,AI-Enriched-2026
Montemac,Montelukast,Macleods,AI-Enriched-2026
D-Rise,Cholecalciferol,USV,AI-Enriched-2026
Pangraf,Tacrolimus,Panacea Biotec,AI-Enriched-2026
Hydrea,Hydroxyurea,BMS,AI-Enriched-2026
Blenoxane,Bleomycin,BMS,AI-Enriched-2026
Evotaz,Atazanavir;Cobicistat,BMS,AI-Enriched-2026
Ultane,Sevoflurane,AbbVie,AI-Enriched-2026
Survanta,Beractant,AbbVie,AI-Enriched-2026
Belsomra,Suvorexant,MSD,AI-Enriched-2026
Remicade,Infliximab,MSD,AI-Enriched-2026
M-M-R II,"Measles, Mumps, and Rubella Vaccine",MSD,AI-Enriched-2026
ProQuad,"Measles, Mumps, Rubella, and Varicella Vaccine",MSD,AI-Enriched-2026
Vaqta,Hepatitis A Vaccine,MSD,AI-Enriched-2026
Varivax,Varicella Vaccine,MSD,AI-Enriched-2026
Gardasil,Human Papillomavirus Vaccine,MSD,AI-Enriched-2026
Intron A,Interferon alfa-2b,MSD,AI-Enriched-2026
Sylatron,Peginterferon alfa-2b,MSD,AI-Enriched-2026
Temodal,Temozolomide,MSD,AI-Enriched-2026
Lenvima,Lenvatinib,MSD,AI-Enriched-2026
Oriahnn,Elagolix;Estradiol;Norethindrone,AbbVie,AI-Enriched-2026
Vuity,Pilocarpine,AbbVie,AI-Enriched-2026
Restasis,Cyclosporine,AbbVie,AI-Enriched-2026
Ozurdex,Dexamethasone,AbbVie,AI-Enriched-2026
Protamine Roche,Protamine,Roche,AI-Enriched-2026
Librium,Chlordiazepoxide,Roche,AI-Enriched-2026
Rohypnol,Flunitrazepam,Roche,AI-Enriched-2026
Primaxin,Imipenem;Cilastatin,MSD,AI-Enriched-2026
Vaxneuvance,Pneumococcal 15-valent Conjugate Vaccine,MSD,AI-Enriched-2026
Videx,Didanosine,BMS,AI-Enriched-2026
Zerit,Stavudine,BMS,AI-Enriched-2026
Sustiva,Efavirenz,BMS,AI-Enriched-2026
Crixivan,Indinavir,MSD,AI-Enriched-2026
Stocrin,Efavirenz,MSD,AI-Enriched-2026
GPO-Lisinopril,Lisinopril,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Perindopril,Perindopril,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Ramipril,Ramipril,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Ceftizoxime,Ceftizoxime,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Cefuroxime,Cefuroxime,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Levonorgestrel,Levonorgestrel,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Desogestrel,Desogestrel,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Budesonide,Budesonide,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Fluticasone,Fluticasone,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Mometasone,Mometasone,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Levocetirizine,Levocetirizine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Desloratadine,Desloratadine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Fexofenadine,Fexofenadine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Tamsulosin,Tamsulosin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Finasteride,Finasteride,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Dutasteride,Dutasteride,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Alfuzosin,Alfuzosin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Indomethacin,Indomethacin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Celecoxib,Celecoxib,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Etoricoxib,Etoricoxib,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Meloxicam,Meloxicam,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Tenoxicam,Tenoxicam,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Leflunomide,Leflunomide,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Mycophenolate,Mycophenolate mofetil,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Azathioprine,Azathioprine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Memantine,Memantine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Galantamine,Galantamine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Rivastigmine,Rivastigmine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Gabapentin,Gabapentin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Chlorpromazine,Chlorpromazine,Government Pharmaceutical Organization,AI-Enriched-2026
Kofdex,Dextromethorphan,Thai Nakorn Patana,AI-Enriched-2026
Seda-Z,Alprazolam,Thai Nakorn Patana,AI-Enriched-2026
Zemycin,Azithromycin,Thai Nakorn Patana,AI-Enriched-2026
Fungiderm,Clotrimazole,Thai Nakorn Patana,AI-Enriched-2026
Siam-Fero,Ferrous fumarate,Siam Pharmaceutical,AI-Enriched-2026
Siam-Cal,Calcium carbonate,Siam Pharmaceutical,AI-Enriched-2026
Siam-Nydrazine,Isoniazid,Siam Pharmaceutical,AI-Enriched-2026
Siam-T,Tetracycline,Siam Pharmaceutical,AI-Enriched-2026
Berlidantin,Phenytoin,Berlin Pharmaceutical,AI-Enriched-2026
Berlitrop,Atropine,Berlin Pharmaceutical,AI-Enriched-2026
GPO-Captopril,Captopril,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Methyldopa,Methyldopa,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Clonidine,Clonidine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Ethambutol,Ethambutol,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Isoniazid,Isoniazid,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Pyrazinamide,Pyrazinamide,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Rifampicin,Rifampicin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Streptomycin,Streptomycin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Ofloxacin,Ofloxacin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Norfloxacin,Norfloxacin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Ketoconazole,Ketoconazole,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Nystatin,Nystatin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Griseofulvin,Griseofulvin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Terbinafine,Terbinafine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Itraconazole,Itraconazole,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Baclofen,Baclofen,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Orphenadrine,Orphenadrine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Tizanidine,Tizanidine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Allopurinol,Allopurinol,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Colchicine,Colchicine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Amiodarone,Amiodarone,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Digoxin,Digoxin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Isosorbide,Isosorbide dinitrate,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Doxazosin,Doxazosin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Prazosin,Prazosin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Hydralazine,Hydralazine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Diltiazem,Diltiazem,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Verapamil,Verapamil,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Sulfasalazine,Sulfasalazine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Chloroquine,Chloroquine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Primaquine,Primaquine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Metronidazole,Metronidazole,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Tinidazole,Tinidazole,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Albendazole,Albendazole,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Mebendazole,Mebendazole,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Praziquantel,Praziquantel,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Domperidone,Domperidone,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Metoclopramide,Metoclopramide,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Hyoscine,Hyoscine butylbromide,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Loperamide,Loperamide,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Bisacodyl,Bisacodyl,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Senna,Senna glycosides,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Bromhexine,Bromhexine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Ambroxol,Ambroxol,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Acetylcysteine,Acetylcysteine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Guaifenesin,Guaifenesin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Dextromethorphan,Dextromethorphan,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Cyproheptadine,Cyproheptadine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Hydroxyzine,Hydroxyzine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Triprolidine,Triprolidine,Government Pharmaceutical Organization,AI-Enriched-2026
Siam-Metron,Metronidazole,Siam Pharmaceutical,AI-Enriched-2026
Siam-Ceflex,Cephalexin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Cloxin,Cloxacillin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Eryth,Erythromycin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Lincomycin,Lincomycin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Diclox,Dicloxacillin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Roxithro,Roxithromycin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Oflox,Ofloxacin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Norflox,Norfloxacin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Ciprox,Ciprofloxacin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Amoxycap,Amoxicillin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Doxycap,Doxycycline,Siam Pharmaceutical,AI-Enriched-2026
Siam-Atenol,Atenolol,Siam Pharmaceutical,AI-Enriched-2026
Siam-Bisoprol,Bisoprolol,Siam Pharmaceutical,AI-Enriched-2026
Siam-Enarapril,Enalapril,Siam Pharmaceutical,AI-Enriched-2026
Siam-Losartan,Losartan,Siam Pharmaceutical,AI-Enriched-2026
Siam-Amlopine,Amlodipine,Siam Pharmaceutical,AI-Enriched-2026
Siam-Gemfibrozil,Gemfibrozil,Siam Pharmaceutical,AI-Enriched-2026
Siam-Fenofibrate,Fenofibrate,Siam Pharmaceutical,AI-Enriched-2026
Siam-Metfor,Metformin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Gliclazide,Gliclazide,Siam Pharmaceutical,AI-Enriched-2026
Siam-Glimepiride,Glimepiride,Siam Pharmaceutical,AI-Enriched-2026
Siam-Clarithro,Clarithromycin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Azithro,Azithromycin,Siam Pharmaceutical,AI-Enriched-2026
Berlin-Amlodipine,Amlodipine,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Atorvastatin,Atorvastatin,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Enalapril,Enalapril,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Losartan,Losartan,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Metformin,Metformin,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Omeprazole,Omeprazole,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Pantoprazole,Pantoprazole,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Simvastatin,Simvastatin,Berlin Pharmaceutical,AI-Enriched-2026
Berlipine,Nifedipine,Berlin Pharmaceutical,AI-Enriched-2026
Berlicon,Ketoconazole,Berlin Pharmaceutical,AI-Enriched-2026
Berliderm,Betamethasone,Berlin Pharmaceutical,AI-Enriched-2026
Berlicaine,Lidocaine,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Cipro,Ciprofloxacin,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Dexa,Dexamethasone,Berlin Pharmaceutical,AI-Enriched-2026
Antacil-S,Almagate;Simethicone,Thai Nakorn Patana,AI-Enriched-2026
Tiffy-D,Paracetamol;Phenylephrine,Thai Nakorn Patana,AI-Enriched-2026
Tiffy-T,Paracetamol;Chlorpheniramine,Thai Nakorn Patana,AI-Enriched-2026
Bakamol-Plus,Paracetamol;Orphenadrine,Thai Nakorn Patana,AI-Enriched-2026
Buron-Forte,Ibuprofen,Thai Nakorn Patana,AI-Enriched-2026
Norgyl-M,Metronidazole,Thai Nakorn Patana,AI-Enriched-2026
Sulidine-C,Pseudoephedrine;Triprolidine,Thai Nakorn Patana,AI-Enriched-2026
Bakamol-650,Paracetamol,Thai Nakorn Patana,AI-Enriched-2026
Neotica-S,Methyl Salicylate;Menthol,Thai Nakorn Patana,AI-Enriched-2026
TNP-Para,Paracetamol,Thai Nakorn Patana,AI-Enriched-2026
TNP-Chlor,Chlorpheniramine,Thai Nakorn Patana,AI-Enriched-2026
TNP-Clox,Cloxacillin,Thai Nakorn Patana,AI-Enriched-2026
Bio-Clav-625,Amoxicillin;Clavulanic acid,Biolab,AI-Enriched-2026
Bio-Sone-Neo,Betamethasone;Neomycin,Biolab,AI-Enriched-2026
Bio-Ceph-500,Cephalexin,Biolab,AI-Enriched-2026
Bio-Norflox-400,Norfloxacin,Biolab,AI-Enriched-2026
Bio-Amlo-5,Amlodipine,Biolab,AI-Enriched-2026
Bio-Sartan-50,Losartan,Biolab,AI-Enriched-2026
Bio-Piogli,Pioglitazone,Biolab,AI-Enriched-2026
Bio-Ator-20,Atorvastatin,Biolab,AI-Enriched-2026
Bio-Enal-5,Enalapril,Biolab,AI-Enriched-2026
Bio-Isoni,Isoniazid,Biolab,AI-Enriched-2026
Bio-Mefen-500,Mefenamic acid,Biolab,AI-Enriched-2026
Bio-Para-500,Paracetamol,Biolab,AI-Enriched-2026
Bio-Ibu-400,Ibuprofen,Biolab,AI-Enriched-2026
Bio-Ome-20,Omeprazole,Biolab,AI-Enriched-2026
Bio-Panto-40,Pantoprazole,Biolab,AI-Enriched-2026
Bio-Lanso,Lansoprazole,Biolab,AI-Enriched-2026
Mega-Cal-D-Plus,Calcium carbonate;Cholecalciferol,Mega Lifesciences,AI-Enriched-2026
Mega-Flex-G,Glucosamine,Mega Lifesciences,AI-Enriched-2026
Mega-Sily,Silymarin,Mega Lifesciences,AI-Enriched-2026
Mega-Ginkgo-Plus,Ginkgo biloba,Mega Lifesciences,AI-Enriched-2026
