procedure_code,procedure_name,english_name,category,min_cost_thb,max_cost_thb,region,facility_tier,source
ORT-087,การผ่าตัดซ่อมแซมเส้นเอ็นร้อยหวาย,Achilles Tendon Repair,Surgery,30000,55000,National,public,AI-Enriched-2026
ORT-088,การผ่าตัดยึดตรึงกระดูกไหปลาร้า (เอกชน),ORIF Clavicle Fracture (Private),Surgery,85000,150000,Bangkok,private,AI-Enriched-2026
ORT-089,การผ่าตัดส่องกล้องล้างข้อเข่าที่ติดเชื้อ,Arthroscopic Knee Irrigation and Debridement,Surgery,40000,70000,National,public,AI-Enriched-2026
ORT-090,การรักษาภาวะกระดูกสันหลังยุบด้วยการฉีดซีเมนต์ (เอกชน),Vertebroplasty/Kyphoplasty (Private),Surgery,180000,320000,Bangkok,private,AI-Enriched-2026
ORT-091,การผ่าตัดซ่อมแซมกระดูกที่ต่อไม่ติด,Treatment of Non-union with Bone Graft,Surgery,55000,100000,National,public,AI-Enriched-2026
ORT-092,การส่องกล้องข้อมือเพื่อซ่อมแซมเส้นเอ็น TFCC (เอกชน),Arthroscopic TFCC Repair (Private),Surgery,120000,220000,Bangkok,private,AI-Enriched-2026
ORT-093,การผ่าตัดยึดตรึงกระดูกเชิงกราน,ORIF Pelvic Fracture,Surgery,120000,250000,National,public,AI-Enriched-2026
ORT-094,การผ่าตัดยึดตรึงกระดูกสันหลังส่วนคอ (เอกชน),Cervical Spinal Fusion (Private),Surgery,250000,450000,Bangkok,private,AI-Enriched-2026
ORT-095,การส่องกล้องข้อสะโพก (วินิจฉัยและรักษา),Hip Arthroscopy,Surgery,80000,140000,National,public,AI-Enriched-2026
ORT-096,การผ่าตัดเปลี่ยนผิวข้อเข่าเทียมเพียงด้านเดียว (เอกชน),Unicompartmental Knee Arthroplasty (Private),Surgery,220000,350000,Bangkok,private,AI-Enriched-2026
ORT-097,การผ่าตัดเปิดโพรงไขสันหลังเพื่อลดการกดทับ,Laminectomy,Surgery,60000,110000,National,public,AI-Enriched-2026
ORT-098,การยึดตรึงกระดูกหักด้วยอุปกรณ์ภายนอก,External Fixation of Fracture,Surgery,30000,60000,National,public,AI-Enriched-2026
ORT-099,การผ่าตัดเลาะพังผืดเข่า (เอกชน),Arthroscopic Knee Adhesiolysis (Private),Surgery,100000,180000,Bangkok,private,AI-Enriched-2026
ORT-100,การผ่าตัดจัดแนวกระดูกนิ้วเท้า (Scarf Osteotomy),Scarf Osteotomy for Bunion,Surgery,45000,75000,National,public,AI-Enriched-2026
ORT-101,การฉีดกรดไฮยาลูโรนิกเข้าข้อเข่า (เอกชน),Intra-articular Hyaluronic Acid Injection (Private),Therapeutic,8000,25000,Bangkok,private,AI-Enriched-2026
ORT-102,การผ่าตัดซ่อมแซมเส้นเอ็นที่มือ,Tendon Repair Hand,Surgery,15000,35000,National,public,AI-Enriched-2026
ORT-103,การเจาะดูดน้ำในข้อเพื่อตรวจวินิจฉัย,Arthrocentesis and Synovial Fluid Analysis,Diagnostic,1500,4500,National,public,AI-Enriched-2026
ORT-104,การผ่าตัดซ่อมแซมเอ็นสะบ้าหลุดซ้ำ (เอกชน),MPFL Reconstruction (Private),Surgery,140000,240000,Bangkok,private,AI-Enriched-2026
ORT-105,การรักษาหัวกระดูกสะโพกขาดเลือดด้วยการเจาะระบาย,Core Decompression of Femoral Head,Surgery,35000,65000,National,public,AI-Enriched-2026
ORT-106,การตัดเนื้องอกกระดูกและเปลี่ยนข้อเทียมชนิดพิเศษ (เอกชน),Limb Salvage Surgery with Mega-Prosthesis (Private),Surgery,600000,1200000,Bangkok,private,AI-Enriched-2026
ORT-107,การรักษาภาวะนิ้วล็อก (แบบเปิด),Open Trigger Finger Release,Surgery,5000,12000,National,public,AI-Enriched-2026
ORT-108,การรักษาภาวะนิ้วล็อก (แบบสะกิดผ่านผิวหนัง - เอกชน),Percutaneous Trigger Finger Release (Private),Surgery,8000,18000,Bangkok,private,AI-Enriched-2026
ORT-109,การผ่าตัดยึดตรึงกระดูกต้นแขนด้วยโลหะ,ORIF Humerus Fracture,Surgery,40000,75000,National,public,AI-Enriched-2026
ORT-110,การผ่าตัดเปลี่ยนข้อเท้าเทียม (เอกชน),Total Ankle Arthroplasty (Private),Surgery,400000,650000,Bangkok,private,AI-Enriched-2026
CV-061,การฉีดสีหลอดเลือดหัวใจ (ภาครัฐ),Coronary Angiography (Public),Diagnostic Imaging,15000,35000,National,public,AI-Enriched-2026
CV-062,การฉีดสีหลอดเลือดหัวใจ (ภาคเอกชน),Coronary Angiography (Private),Diagnostic Imaging,45000,95000,Bangkok,private,AI-Enriched-2026
CV-063,การขยายหลอดเลือดหัวใจด้วยขดลวดเคลือบยา 1 จุด (ภาครัฐ),PCI with 1 Drug-Eluting Stent (Public),Therapeutic,85000,150000,National,public,AI-Enriched-2026
CV-064,การขยายหลอดเลือดหัวใจด้วยขดลวดเคลือบยา 1 จุด (ภาคเอกชน),PCI with 1 Drug-Eluting Stent (Private),Therapeutic,220000,450000,Bangkok,private,AI-Enriched-2026
CV-065,การขยายหลอดเลือดหัวใจด้วยขดลวดเคลือบยา 2 จุด (ภาครัฐ),PCI with 2 Drug-Eluting Stents (Public),Therapeutic,130000,220000,National,public,AI-Enriched-2026
CV-066,การขยายหลอดเลือดหัวใจด้วยขดลวดเคลือบยา 2 จุด (ภาคเอกชน),PCI with 2 Drug-Eluting Stents (Private),Therapeutic,350000,650000,Bangkok,private,AI-Enriched-2026
CV-067,การผ่าตัดทำทางเบี่ยงหลอดเลือดหัวใจ 1-2 เส้น (ภาครัฐ),CABG 1-2 vessels (Public),Surgery,120000,250000,National,public,AI-Enriched-2026
CV-068,การผ่าตัดทำทางเบี่ยงหลอดเลือดหัวใจ 1-2 เส้น (ภาคเอกชน),CABG 1-2 vessels (Private),Surgery,450000,850000,Bangkok,private,AI-Enriched-2026
CV-069,การผ่าตัดทำทางเบี่ยงหลอดเลือดหัวใจ 3-4 เส้น (ภาครัฐ),CABG 3-4 vessels (Public),Surgery,180000,350000,National,public,AI-Enriched-2026
CV-070,การผ่าตัดทำทางเบี่ยงหลอดเลือดหัวใจ 3-4 เส้น (ภาคเอกชน),CABG 3-4 vessels (Private),Surgery,600000,1200000,Bangkok,private,AI-Enriched-2026
CV-071,การใส่เครื่องกระตุ้นไฟฟ้าหัวใจถาวรชนิดห้องเดี่ยว (ภาครัฐ),Permanent Pacemaker Single Chamber (Public),Surgery,80000,150000,National,public,AI-Enriched-2026
CV-072,การใส่เครื่องกระตุ้นไฟฟ้าหัวใจถาวรชนิดห้องเดี่ยว (ภาคเอกชน),Permanent Pacemaker Single Chamber (Private),Surgery,250000,450000,Bangkok,private,AI-Enriched-2026
CV-073,การใส่เครื่องกระตุ้นไฟฟ้าหัวใจถาวรชนิดสองห้อง (ภาครัฐ),Permanent Pacemaker Dual Chamber (Public),Surgery,150000,280000,National,public,AI-Enriched-2026
CV-074,การใส่เครื่องกระตุ้นไฟฟ้าหัวใจถาวรชนิดสองห้อง (ภาคเอกชน),Permanent Pacemaker Dual Chamber (Private),Surgery,400000,750000,Bangkok,private,AI-Enriched-2026
CV-075,การใส่เครื่องกระตุกไฟฟ้าหัวใจอัตโนมัติ (ภาครัฐ),ICD Implantation Single Chamber (Public),Surgery,300000,500000,National,public,AI-Enriched-2026
CV-076,การใส่เครื่องกระตุกไฟฟ้าหัวใจอัตโนมัติ (ภาคเอกชน),ICD Implantation Single Chamber (Private),Surgery,700000,1100000,Bangkok,private,AI-Enriched-2026
CV-077,การใส่เครื่องช่วยการบีบตัวของหัวใจห้องล่าง (ภาครัฐ),CRT-D Implantation (Public),Surgery,450000,650000,National,public,AI-Enriched-2026
CV-078,การใส่เครื่องช่วยการบีบตัวของหัวใจห้องล่าง (ภาคเอกชน),CRT-D Implantation (Private),Surgery,900000,1500000,Bangkok,private,AI-Enriched-2026
CV-079,การตรวจสรีรวิทยาไฟฟ้าหัวใจและการจี้ด้วยวิทยุ (ภาครัฐ),EPS and RFA for SVT (Public),Therapeutic,60000,120000,National,public,AI-Enriched-2026
CV-080,การตรวจสรีรวิทยาไฟฟ้าหัวใจและการจี้ด้วยวิทยุ (ภาคเอกชน),EPS and RFA for SVT (Private),Therapeutic,180000,350000,Bangkok,private,AI-Enriched-2026
CV-081,การผ่าตัดเปลี่ยนลิ้นหัวใจไมตรัล (ภาครัฐ),Mitral Valve Replacement (Public),Surgery,150000,280000,National,public,AI-Enriched-2026
CV-082,การผ่าตัดเปลี่ยนลิ้นหัวใจไมตรัล (ภาคเอกชน),Mitral Valve Replacement (Private),Surgery,550000,950000,Bangkok,private,AI-Enriched-2026
CV-083,การผ่าตัดเปลี่ยนลิ้นหัวใจเอออร์ติก (ภาครัฐ),Aortic Valve Replacement (Public),Surgery,160000,300000,National,public,AI-Enriched-2026
CV-084,การผ่าตัดเปลี่ยนลิ้นหัวใจเอออร์ติก (ภาคเอกชน),Aortic Valve Replacement (Private),Surgery,600000,1000000,Bangkok,private,AI-Enriched-2026
CV-085,การเปลี่ยนลิ้นหัวใจเอออร์ติกผ่านสายสวน (ภาครัฐ),TAVI/TAVR Procedure (Public),Therapeutic,800000,1200000,National,public,AI-Enriched-2026
CV-086,การเปลี่ยนลิ้นหัวใจเอออร์ติกผ่านสายสวน (ภาคเอกชน),TAVI/TAVR Procedure (Private),Therapeutic,1500000,2500000,Bangkok,private,AI-Enriched-2026
CV-087,การปิดรูรั่วผนังกั้นหัวใจห้องบนผ่านสายสวน (ภาครัฐ),Percutaneous ASD Closure (Public),Therapeutic,120000,200000,National,public,AI-Enriched-2026
CV-088,การปิดรูรั่วผนังกั้นหัวใจห้องบนผ่านสายสวน (ภาคเอกชน),Percutaneous ASD Closure (Private),Therapeutic,350000,550000,Bangkok,private,AI-Enriched-2026
