icd_code,diagnosis_name,procedure_type,min_days,max_days,typical_days,notes,source
C72.0,Malignant neoplasm of spinal cord,InPatient,7,21,14,Decompressive surgery and stabilization; monitoring for CSF leak and neurologic status,AI-Enriched-WHO-ThaiDRG
C77.0,"Secondary malignant neoplasm of lymph nodes of head, face and neck",InPatient,5,10,7,Radical or modified neck dissection for metastatic squamous cell carcinoma,AI-Enriched-WHO-ThaiDRG
C78.0,Secondary malignant neoplasm of lung,InPatient,4,7,5,Pulmonary metastasectomy via VATS or thoracotomy; management of air leaks,AI-Enriched-WHO-ThaiDRG
C79.3,Secondary malignant neoplasm of brain and cerebral meninges,InPatient,3,10,5,Management of brain edema; titration of steroids or palliative whole brain radiation,AI-Enriched-WHO-ThaiDRG
C85.1,"B-cell lymphoma, unspecified",InPatient,3,7,5,Admission for management of chemotherapy-induced febrile neutropenia and sepsis workup,AI-Enriched-WHO-ThaiDRG
C90.0,Multiple myeloma,InPatient,3,8,5,"Management of myeloma crisis including hypercalcemia, renal impairment, or bone pain",AI-Enriched-WHO-ThaiDRG
Z51.0,Radiotherapy session,InPatient,2,5,3,Admission for supportive care due to severe radiation-induced mucositis or skin toxicity,AI-Enriched-WHO-ThaiDRG
C00.0,Malignant neoplasm of external upper lip,InPatient,3,6,4,Surgical resection with reconstruction; flap monitoring and wound care,AI-Enriched-WHO-ThaiDRG
C01,Malignant neoplasm of base of tongue,InPatient,10,21,14,Palliative management of advanced disease including airway protection or gastrostomy,AI-Enriched-WHO-ThaiDRG
C05.0,Malignant neoplasm of hard palate,InPatient,5,12,8,Partial palatectomy or maxillectomy; initial prosthetic obturator management,AI-Enriched-WHO-ThaiDRG
C09.0,Malignant neoplasm of tonsillar fossa,InPatient,4,8,6,Resection for oropharyngeal cancer; monitoring for post-operative hemorrhage,AI-Enriched-WHO-ThaiDRG
C13.0,Malignant neoplasm of postcricoid region,InPatient,5,14,10,Palliative care for advanced hypopharyngeal cancer; dysphagia management,AI-Enriched-WHO-ThaiDRG
C17.0,Malignant neoplasm of duodenum,InPatient,10,18,14,Whipple procedure for duodenal cancer; monitoring for delayed gastric emptying,AI-Enriched-WHO-ThaiDRG
C30.0,Malignant neoplasm of nasal cavity,InPatient,4,8,5,Surgical excision via lateral rhinotomy; management of nasal packing and bleeding,AI-Enriched-WHO-ThaiDRG
C22.7,Other specified carcinomas of liver,InPatient,2,4,3,Transarterial chemoembolization (TACE) for hepatocellular carcinoma; post-procedure monitoring,AI-Enriched-WHO-ThaiDRG
C52,Malignant neoplasm of vagina,InPatient,5,10,7,Radical vaginectomy; pelvic floor reconstruction and monitoring for lymphatic drainage,AI-Enriched-WHO-ThaiDRG
E10.0,Type 1 diabetes mellitus with coma,InPatient,4,8,6,Emergency management of hyperosmolar coma or severe hypoglycemic coma in Type 1 DM.,AI-Enriched-WHO-ThaiDRG
E11.0,Type 2 diabetes mellitus with coma,InPatient,4,9,6,Management of hyperosmolar hyperglycemic state (HHS) and metabolic stabilization.,AI-Enriched-WHO-ThaiDRG
E13.0,Other specified diabetes mellitus with coma,InPatient,4,8,5,Metabolic coma associated with secondary diabetes or specific genetic syndromes.,AI-Enriched-WHO-ThaiDRG
E72.2,Disorders of urea cycle metabolism,InPatient,5,12,8,Acute hyperammonemia management and protein restriction titration.,AI-Enriched-WHO-ThaiDRG
E74.1,Disorders of fructose metabolism,InPatient,3,7,5,Management of acute hereditary fructose intolerance and dietary stabilization.,AI-Enriched-WHO-ThaiDRG
E74.2,Disorders of galactose metabolism,InPatient,4,8,6,Galactosemia management in neonates or infants requiring metabolic monitoring.,AI-Enriched-WHO-ThaiDRG
E75.2,Other sphingolipidosis,InPatient,4,7,5,Gaucher or Fabry disease workup and initiation of enzyme replacement therapy.,AI-Enriched-WHO-ThaiDRG
E80.0,Hereditary sideroblastic anaemia,InPatient,3,7,5,Metabolic workup for iron utilization disorders and transfusion support.,AI-Enriched-WHO-ThaiDRG
E85.0,Non-neuropathic heredofamilial amyloidosis,InPatient,5,12,8,Systemic amyloidosis evaluation including cardiac and renal functional assessment.,AI-Enriched-WHO-ThaiDRG
E88.1,"Lipodystrophy, not elsewhere classified",InPatient,2,5,3,Metabolic assessment of severe insulin resistance and adipose tissue loss.,AI-Enriched-WHO-ThaiDRG
E88.2,"Lipomatosis, not elsewhere classified",InPatient,2,5,3,Clinical evaluation of diffuse lipomatosis or Madelung disease complications.,AI-Enriched-WHO-ThaiDRG
N00.1,"Acute nephritic syndrome, focal and segmental glomerular lesions",InPatient,5,9,7,"Management of acute hematuria, hypertension, and renal function decline.",AI-Enriched-WHO-ThaiDRG
N01.1,"Rapidly progressive nephritic syndrome, focal and segmental glomerular lesions",InPatient,7,14,10,Aggressive immunosuppression for crescentic glomerulonephritis and renal biopsy.,AI-Enriched-WHO-ThaiDRG
N02.1,"Recurrent and persistent haematuria, focal and segmental glomerular lesions",InPatient,3,5,4,Evaluation of chronic hematuria and biopsy of segmental glomerular lesions.,AI-Enriched-WHO-ThaiDRG
N03.1,"Chronic nephritic syndrome, focal and segmental glomerular lesions",InPatient,4,8,6,Stabilization of chronic proteinuria and blood pressure management.,AI-Enriched-WHO-ThaiDRG
N04.1,"Nephrotic syndrome, focal and segmental glomerular lesions",InPatient,6,12,8,Management of FSGS-related nephrotic edema and steroid/calcineurin inhibitor initiation.,AI-Enriched-WHO-ThaiDRG
N05.1,"Unspecified nephritic syndrome, focal and segmental glomerular lesions",InPatient,5,10,7,Diagnostic workup for unidentified glomerular inflammation with segmental changes.,AI-Enriched-WHO-ThaiDRG
N06.0,Isolated proteinuria with minor glomerular abnormality,InPatient,2,5,3,Observation and quantification of persistent proteinuria without nephritic features.,AI-Enriched-WHO-ThaiDRG
N07.0,"Hereditary nephropathy, not elsewhere classified, minor glomerular abnormality",InPatient,4,9,6,Alport syndrome or thin basement membrane disease evaluation.,AI-Enriched-WHO-ThaiDRG
N11.8,Other chronic tubulo-interstitial nephritis,InPatient,4,8,6,Management of chronic renal scarring and interstitial inflammatory changes.,AI-Enriched-WHO-ThaiDRG
N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",InPatient,3,7,5,Treatment of renal parenchyma inflammation likely due to infection or drugs.,AI-Enriched-WHO-ThaiDRG
N14.1,"Nephropathy induced by other drugs, medicaments and biological substances",InPatient,5,10,7,"Acute renal dysfunction caused by contrast agents, lithium, or heavy metals.",AI-Enriched-WHO-ThaiDRG
N14.2,"Nephropathy induced by unspecified drug, medicament or biological substance",InPatient,4,8,6,Withdrawal of offending agent and supportive renal care.,AI-Enriched-WHO-ThaiDRG
N19,Unspecified kidney failure,InPatient,5,12,8,Management of severe renal insufficiency when cause is not immediately identifiable.,AI-Enriched-WHO-ThaiDRG
N25.1,Nephrogenic diabetes insipidus,InPatient,4,7,5,Fluid balance titration and treatment with thiazides or NSAIDs.,AI-Enriched-WHO-ThaiDRG
N25.8,Other disorders resulting from impaired renal tubular function,InPatient,3,6,4,Management of Lightwood-Albright syndrome or specific electrolyte wasting.,AI-Enriched-WHO-ThaiDRG
N26,Unspecified contracted kidney,InPatient,3,6,4,Evaluation of end-stage renal atrophy and secondary hypertension.,AI-Enriched-WHO-ThaiDRG
N27.0,"Small kidney, unilateral",InPatient,2,5,3,Workup for renal hypoplasia and compensatory hypertrophy of the contralateral kidney.,AI-Enriched-WHO-ThaiDRG
N28.0,Ischaemia and infarction of kidney,InPatient,5,10,7,Management of renal artery embolism or acute vascular occlusion.,AI-Enriched-WHO-ThaiDRG
N28.1,"Cyst of kidney, acquired",InPatient,2,5,3,Observation or drainage of symptomatic acquired renal cysts.,AI-Enriched-WHO-ThaiDRG
J44.8,Other specified chronic obstructive pulmonary disease,InPatient,3,7,5,Management of chronic airflow obstruction with specific complications or specified associated features.,AI-Enriched-WHO-ThaiDRG
J44.9,"Chronic obstructive pulmonary disease, unspecified",InPatient,3,6,4,Maintenance and stabilization of chronic obstructive pulmonary disease without acute flare-ups.,AI-Enriched-WHO-ThaiDRG
J45.22,Mild intermittent asthma with status asthmaticus,InPatient,3,5,4,Acute severe asthma attack in a patient previously categorized as mild intermittent.,AI-Enriched-WHO-ThaiDRG
J45.32,Mild persistent asthma with status asthmaticus,InPatient,3,6,4,Life-threatening asthma crisis requiring intensive inhaled bronchodilators and systemic steroids.,AI-Enriched-WHO-ThaiDRG
J45.42,Moderate persistent asthma with status asthmaticus,InPatient,3,7,5,Severe refractory asthma requiring inpatient stabilization and potential transition to mechanical ventilation.,AI-Enriched-WHO-ThaiDRG
J45.52,Severe persistent asthma with status asthmaticus,InPatient,4,10,6,Aggressive management of status asthmaticus in patients with severe baseline airway disease.,AI-Enriched-WHO-ThaiDRG
J45.901,Unspecified asthma with (acute) exacerbation,InPatient,2,5,3,Stabilization of acute worsening symptoms including dyspnea and wheezing in unspecified asthma.,AI-Enriched-WHO-ThaiDRG
J45.902,Unspecified asthma with status asthmaticus,InPatient,3,7,5,Treatment of acute asthma attack that is unresponsive to initial standard emergency treatment.,AI-Enriched-WHO-ThaiDRG
J45.909,"Unspecified asthma, uncomplicated",InPatient,1,3,2,Short-term observation for diagnostic clarification and initiation of inhaled corticosteroids.,AI-Enriched-WHO-ThaiDRG
J45.990,Exercise-induced bronchospasm,InPatient,1,3,2,Inpatient monitoring for severe exercise-induced respiratory distress and education on pre-exercise therapy.,AI-Enriched-WHO-ThaiDRG
J45.991,Cough variant asthma,InPatient,2,5,3,Inpatient diagnostic workup including provocation tests and response monitoring to bronchodilators.,AI-Enriched-WHO-ThaiDRG
J45.998,Other asthma,InPatient,2,5,3,Management of specific asthma phenotypes not classified elsewhere requiring hospital resources.,AI-Enriched-WHO-ThaiDRG
J93.10,"Spontaneous pneumothorax, unspecified",InPatient,3,7,5,Management of non-traumatic lung collapse including monitoring or simple aspiration/chest tube.,AI-Enriched-WHO-ThaiDRG
J93.82,Chronic pneumothorax,InPatient,7,14,10,Long-term hospital care or surgical intervention (pleurodesis) for non-resolving air leaks.,AI-Enriched-WHO-ThaiDRG
J93.83,Other pneumothorax,InPatient,4,10,6,Care for pneumothorax associated with underlying bullous disease or specific lung pathologies.,AI-Enriched-WHO-ThaiDRG
J94.0,Chylous effusion,InPatient,7,14,10,"Complex management of lymphatic fluid in the pleural space, dietary interventions, or surgery.",AI-Enriched-WHO-ThaiDRG
J94.3,Haemopneumothorax,InPatient,5,12,8,Inpatient drainage of combined blood and air in the pleural space from non-traumatic causes.,AI-Enriched-WHO-ThaiDRG
J94.9,"Pleural condition, unspecified",InPatient,2,6,4,Diagnostic evaluation of pleurisy or pleural thickening without specified cause.,AI-Enriched-WHO-ThaiDRG
J43.0,MacLeod's syndrome,InPatient,3,7,5,Evaluation and management of unilateral pulmonary hyperlucency and associated emphysema.,AI-Enriched-WHO-ThaiDRG
J43.1,Panlobular emphysema,InPatient,4,9,6,Inpatient care for diffuse alveolar destruction often linked to alpha-1 antitrypsin deficiency.,AI-Enriched-WHO-ThaiDRG
J43.2,Centrilobular emphysema,InPatient,4,9,6,Severe lung damage management typically involving the upper lobes in chronic smokers.,AI-Enriched-WHO-ThaiDRG
J43.8,Other emphysema,InPatient,3,7,5,Care for specific emphysematous changes such as paraseptal or interstitial emphysema.,AI-Enriched-WHO-ThaiDRG
J43.9,"Emphysema, unspecified",InPatient,3,6,4,Maintenance therapy for clinical emphysema without further pathological specification.,AI-Enriched-WHO-ThaiDRG
J47.0,Bronchiectasis with acute lower respiratory infection,InPatient,5,14,9,Treatment of infected dilated airways with intravenous antibiotics and intensive physiotherapy.,AI-Enriched-WHO-ThaiDRG
J47.1,Bronchiectasis with (acute) exacerbation,InPatient,5,12,8,Management of increased sputum production and dyspnea in patients with known bronchiectasis.,AI-Enriched-WHO-ThaiDRG
J47.9,"Bronchiectasis, uncomplicated",InPatient,3,7,5,Baseline stabilization and pulmonary toilet for permanent abnormal dilatation of bronchi.,AI-Enriched-WHO-ThaiDRG
J92.0,Pleural plaque with presence of asbestos,InPatient,2,5,3,Diagnostic confirmation and respiratory monitoring for asbestos-related pleural changes.,AI-Enriched-WHO-ThaiDRG
J92.9,Pleural plaque without asbestos,InPatient,1,4,2,Observation or minor intervention for pleural calcifications not related to asbestos exposure.,AI-Enriched-WHO-ThaiDRG
J91.9,"Pleural effusion, unspecified",InPatient,3,7,5,Inpatient thoracentesis and fluid analysis for effusion of unknown etiology.,AI-Enriched-WHO-ThaiDRG
J98.1,Pulmonary collapse,InPatient,3,10,6,"Management of atelectasis through bronchoscopy, recruitment maneuvers, or physiotherapy.",AI-Enriched-WHO-ThaiDRG
J12.0,Adenoviral pneumonia,InPatient,4,9,6,Severe viral pneumonia requiring supportive care and oxygen monitoring.,AI-Enriched-WHO-ThaiDRG
J12.1,Respiratory syncytial virus pneumonia,InPatient,3,8,5,Common in pediatric and elderly populations; requires strict airway management.,AI-Enriched-WHO-ThaiDRG
J12.2,Parainfluenza virus pneumonia,InPatient,3,7,5,Viral lower respiratory infection necessitating intravenous hydration and rest.,AI-Enriched-WHO-ThaiDRG
J12.3,Human metapneumovirus pneumonia,InPatient,4,10,6,Requires monitoring for secondary bacterial infection and respiratory failure.,AI-Enriched-WHO-ThaiDRG
J12.8,Other viral pneumonia,InPatient,4,9,6,Pneumonia due to less common viral agents requiring inpatient observation.,AI-Enriched-WHO-ThaiDRG
J18.0,"Bronchopneumonia, unspecified organism",InPatient,4,10,7,Patchy consolidation; requires intravenous antibiotics and respiratory therapy.,AI-Enriched-WHO-ThaiDRG
J18.1,"Lobar pneumonia, unspecified organism",InPatient,5,12,8,Full lobe consolidation; risk of pleural effusion or sepsis.,AI-Enriched-WHO-ThaiDRG
A41.53,Sepsis due to Serratia,InPatient,7,21,12,Invasive Gram-negative infection requiring prolonged IV antibiotics.,AI-Enriched-WHO-ThaiDRG
A41.88,Other specified sepsis,InPatient,5,15,10,Systemic inflammatory response to documented rare pathogens.,AI-Enriched-WHO-ThaiDRG
A41.9,"Sepsis, unspecified organism",InPatient,5,14,9,Initial septicemia management while cultures are pending.,AI-Enriched-WHO-ThaiDRG
B50.9,"Plasmodium falciparum malaria, unspecified",InPatient,3,7,4,Standard inpatient antimalarial therapy and parasite clearance monitoring.,AI-Enriched-WHO-ThaiDRG
B51.8,Plasmodium vivax malaria with other complications,InPatient,4,10,6,Complex vivax malaria with signs of organ dysfunction or high parasitemia.,AI-Enriched-WHO-ThaiDRG
B52.9,Plasmodium malariae malaria without complication,InPatient,2,5,3,Inpatient observation for parasite response to chloroquine or alternative drugs.,AI-Enriched-WHO-ThaiDRG
A15.4,"Tuberculosis of intrathoracic lymph nodes, confirmed",InPatient,5,14,7,Stabilization for acute respiratory distress or weight loss prior to DOTS.,AI-Enriched-WHO-ThaiDRG
A15.6,"Tuberculous pleurisy, confirmed",InPatient,6,16,10,Requires pleural drainage or biopsy and initiation of anti-TB therapy.,AI-Enriched-WHO-ThaiDRG
A15.9,"Respiratory tuberculosis unspecified, confirmed",InPatient,5,14,8,Initial isolation and adjustment of intensive phase anti-TB medication.,AI-Enriched-WHO-ThaiDRG
G03.1,Chronic meningitis,InPatient,10,30,14,Long-term monitoring for fungal or mycobacterial etiology and ICP control.,AI-Enriched-WHO-ThaiDRG
G03.8,Meningitis due to other specified causes,InPatient,7,21,12,Acute inflammation of meninges requiring targeted antimicrobial therapy.,AI-Enriched-WHO-ThaiDRG
L03.22,Cellulitis of neck,InPatient,3,8,5,High risk of airway compromise; requires parenteral antibiotics.,AI-Enriched-WHO-ThaiDRG
L03.31,Cellulitis of chest wall,InPatient,3,7,4,Infection requiring wound care and IV antibiotic therapy.,AI-Enriched-WHO-ThaiDRG
A15.1,"Tuberculosis of lung, confirmed by culture only",InPatient,7,14,10,Admission for initiation of anti-TB therapy and monitoring for adverse reactions.,AI-Enriched-WHO-ThaiDRG
A15.2,"Tuberculosis of lung, confirmed histologically",InPatient,7,14,10,Inpatient care for patients with biopsy-proven pulmonary tuberculosis.,AI-Enriched-WHO-ThaiDRG
A15.3,"Tuberculosis of lung, confirmed by unspecified means",InPatient,7,12,9,Standard inpatient protocols for confirmed pulmonary TB cases.,AI-Enriched-WHO-ThaiDRG
