icd_code,diagnosis_group,expected_drug_classes,red_flag_drugs,max_drug_count,notes
D24,benign_breast_neoplasm,analgesics(paracetamol_NSAIDs);evening_primrose_oil(symptomatic_mastalgia);topical_NSAIDs,hormonal_contraceptives(may_worsen_pain_in_some);opioids(not_indicated),3,Fibroadenoma_or_fibrocystic_change;reassurance_and_observation;surgery_if_large
D27,benign_ovarian_neoplasm,oral_contraceptives(to_suppress_functional_cysts);analgesics(NSAIDs_paracetamol),anticoagulants(if_hemorrhagic_cyst_suspected);fertility_drugs(ovarian_stimulation),3,Monitor_size_with_ultrasound;surgical_removal_if_torsion_risk_or_solid_component
D32,benign_meningioma,anticonvulsants(levetiracetam_if_seizures);corticosteroids(dexamethasone_for_edema);analgesics,hormonal_replacement_therapy(progesterone_receptors_present_on_meningiomas);anticoagulants(bleed_risk),4,Observation_for_small_asymptomatic_tumors;surgery_or_radiosurgery_if_growing
D37.1,gastrointestinal_stromal_tumor,tyrosine_kinase_inhibitors(imatinib_sunitinib_regorafenib),CYP3A4_inducers(rifampicin_phenytoin);acid_suppressants(may_alter_absorption_of_some_TKIs),4,GIST_uncertain_behavior;Imatinib_adjuvant_for_high_risk;monitor_liver_function
D46,myelodysplastic_syndromes,erythropoiesis_stimulating_agents(epoetin);hypomethylating_agents(azacitidine_decitabine);G-CSF;iron_chelators(deferasirox),cytotoxic_agents(unless_progression_to_AML);NSAIDs(bleeding_risk_due_to_thrombocytopenia),6,Supportive_care_transfusions_key;risk_stratification_IPSS-R_guides_treatment
D50.0,iron_deficiency_anemia_blood_loss,iron_supplements(ferrous_fumarate_or_sulfate);vitamin_c(ascorbic_acid);laxatives(senna_if_constipated),proton_pump_inhibitors(reduce_absorption);antacids;tetracyclines(chelation_interaction),4,Identify_and_treat_source_of_bleeding;take_iron_on_empty_stomach_if_tolerated;monitor_reticulocyte_count
D51.0,pernicious_anemia,vitamin_B12(hydroxocobalamin_IM_loading_then_maintenance);oral_cyanocobalamin(high_dose),folic_acid_monotherapy(masks_neuro_symptoms);proton_pump_inhibitors(long_term_risk),3,Lifelong_treatment_required;monitor_for_hypokalemia_during_initial_treatment;gastric_cancer_surveillance
D52.0,dietary_folate_deficiency,folic_acid;multivitamins(B_complex),methotrexate;phenytoin(folate_depletes_levels);trimethoprim,3,Rule_out_B12_deficiency_before_treating_to_prevent_neuropathy;common_in_alcoholism_and_pregnancy
D53.1,megaloblastic_anemia_nec,vitamin_B12;folic_acid;thiamine,hydroxyurea(causes_macrocytosis);zidovudine,4,Evaluate_for_malabsorption_syndromes;check_drug_history_for_antimetabolites
D55.0,g6pd_deficiency_anemia,folic_acid(maintenance);IV_fluids(during_acute_hemolysis);blood_transfusion(severe_crisis),primaquine;dapsone;nitrofurantoin;sulfonamides;aspirin;rasburicase;methylene_blue,3,Avoid_fava_beans_and_oxidative_drugs;patient_card_mandatory;hydration_during_crisis_to_protect_kidneys
D56.0,alpha_thalassemia,folic_acid;blood_transfusion(HbH_disease_if_indicated);iron_chelators(deferasirox_if_overload),iron_supplements(unless_proven_deficiency);oxidant_drugs(in_HbH_disease),4,Genetic_counseling_crucial;monitor_growth_in_children;HbH_patients_sensitive_to_oxidants_like_G6PD
D56.1,beta_thalassemia,folic_acid;iron_chelators(deferoxamine_deferiprone_deferasirox);packed_red_cells;luspatercept,iron_supplements;vitamin_c(without_chelation_in_severe_overload),5,Transfusion_dependent_cases_require_strict_chelation;monitor_ferritin_cardiac_T2_liver_iron;splenectomy_considerations
D58.0,hereditary_spherocytosis,folic_acid;erythropoietin(rarely);vaccines(pneumococcal_meningococcal_pre_splenectomy),oxidant_drugs(may_exacerbate_hemolysis),3,Splenectomy_is_definitive_treatment_for_severe_anemia;monitor_for_gallstones
D59.1,autoimmune_hemolytic_anemia,corticosteroids(prednisolone);immunosuppressants(azathioprine_rituximab);folic_acid;LMWH(prophylaxis),methyldopa(can_induce);fludarabine;cephalosporins(high_dose_rare_trigger),5,Direct_antiglobulin_test_positive;distinguish_warm_vs_cold_agglutinin;folate_supplementation_essential
D59.3,hemolytic_uremic_syndrome,IV_fluids;antihypertensives(calcium_channel_blockers);eculizumab(atypical_HUS),antibiotics(may_worsen_STEC_HUS);antimotility_agents;NSAIDs,4,Nephrology_consult;avoid_platelet_transfusion_unless_active_bleeding;supportive_care_dialysis
D59.5,paroxysmal_nocturnal_hemoglobinuria,complement_inhibitors(eculizumab_ravulizumab);anticoagulants(warfarin_or_LMWH);folic_acid;iron_supplements,oral_contraceptives(thrombosis_risk);iron_IV(caution_during_hemolysis),5,High_risk_of_venous_thrombosis;flow_cytometry_diagnosis;monitor_LDH_and_renal_function
D60.0,pure_red_cell_aplasia,corticosteroids(prednisolone);cyclosporine;IVIG(if_parvovirus);chelation(if_transfusion_overload),erythropoietin(if_anti_epo_antibody_mediated);phenytoin;azathioprine(can_cause),4,Check_for_thymoma;screen_for_parvovirus_B19;monitor_reticulocytes
D61.3,idiopathic_aplastic_anemia,immunosuppressants(ATG_cyclosporine);eltrombopag;antifungals(prophylaxis);antibiotics(prophylaxis),cytotoxic_agents;NSAIDs;chloramphenicol;sulfonamides;carbamazepine,6,Hematopoietic_stem_cell_transplant_consideration;severe_pancytopenia_precautions;avoid_intramuscular_injections
D62,acute_posthemorrhagic_anemia,IV_crystalloids;blood_products(PRC_FFP);iron_supplements(convalescence),anticoagulants;antiplatelets(during_active_bleed);dextran(can_interfere_crossmatch),4,Prioritize_hemodynamic_stability;identify_bleeding_source;transfusion_triggers_vary_by_comorbidities
D63.0,anemia_in_neoplastic_disease,erythropoiesis_stimulating_agents(epoetin_alpha);IV_iron(ferric_carboxymaltose);blood_transfusion,ESA_in_curative_setting(tumor_progression_risk),4,Rule_out_nutritional_causes;target_Hb_usually_10_to_12;ESA_risk_benefit_discussion_needed
D65,disseminated_intravascular_coagulation,fresh_frozen_plasma;cryoprecipitate(fibrinogen_source);platelets;heparin(rarely_in_thrombotic_phase),antifibrinolytics(tranexamic_acid_contraindicated_unless_primary_hyperfibrinolysis);warfarin,6,Treat_underlying_cause_sepsis_trauma_ob_complication;monitor_fibrinogen_D_dimer_PT_PTT
D66,hemophilia_a,factor_VIII_concentrate;emicizumab(prophylaxis);desmopressin(mild_disease);tranexamic_acid,NSAIDs;aspirin;intramuscular_injections;heparin,4,X_linked_recessive;monitor_for_factor_inhibitors;RICE_for_acute_joint_bleeds
D67,hemophilia_b,factor_IX_concentrate;tranexamic_acid(adjunct),NSAIDs;aspirin;intramuscular_injections;clopidogrel,3,Christmas_disease;Factor_IX_diffuses_extravascularly_needs_dose_adjustment;genetic_counseling
D68.0,von_willebrand_disease,desmopressin(DDAVP);vWF_containing_factor_VIII;tranexamic_acid;oral_contraceptives(for_menorrhagia),NSAIDs;aspirin;antiplatelets;dextran,5,Most_common_inherited_bleeding_disorder;DDAVP_challenge_test_before_use;fluid_restriction_with_DDAVP
D68.2,hereditary_clotting_factor_deficiency,fresh_frozen_plasma;prothrombin_complex_concentrate;vitamin_K(if_factor_II_VII_IX_X),anticoagulants;antiplatelets;herbal_supplements_affecting_coagulation,3,Covers_Factor_V_VII_X_XIII_deficiencies;specific_factor_concentrates_if_available_otherwise_FFP
D68.5,primary_thrombophilia,anticoagulants(warfarin_or_DOACs);heparin(acute);protein_C_concentrate(severe_deficiency),hormone_replacement_therapy;oral_contraceptives;warfarin_loading_without_bridge,3,Protein_C_S_deficiency_Factor_V_Leiden;indefinite_anticoagulation_if_recurrent_thrombosis
D69.0,henoch_schonlein_purpura,analgesics(paracetamol);corticosteroids(severe_GI_pain);ACE_inhibitors(if_chronic_renal_issue),NSAIDs(caution_with_renal_involvement);aspirin,4,IgA_vasculitis;clinical_triad_rash_arthralgia_abdominal_pain;monitor_urinalysis_for_nephritis
D69.3,immune_thrombocytopenic_purpura,corticosteroids(prednisolone_dexamethasone);IVIG;thrombopoietin_agonists(eltrombopag);rituximab,aspirin;NSAIDs;heparin;quinine;herbal_blood_thinners,5,Treat_the_patient_not_the_platelet_count;watch_for_bleeding_signs;H_pylori_eradication_in_some_cases
D69.6,thrombocytopenia_unspecified,platelet_transfusion(only_if_severe_bleed_or_procedure);proton_pump_inhibitors(GI_bleed_prophylaxis),NSAIDs;aspirin;intramuscular_injections;valproate;linezolid,3,Exclude_pseudothrombocytopenia_EDTA_clumping;investigate_liver_disease_viral_infection_medications
D70,agranulocytosis,G-CSF(filgrastim);broad_spectrum_antibiotics(piperacillin_tazobactam);antifungals,metamizole;clozapine;carbimazole;methotrexate;sulfasalazine,5,Febrile_neutropenia_is_medical_emergency;reverse_isolation;remove_offending_drug_immediately
D72.8,leukemoid_reaction,hydration_fluids;antibiotics(treat_infection_source);hydroxyurea(rarely),corticosteroids(demargination_increases_WBC);lithium,3,WBC_above_50000_reactive;distinguish_from_CML_using_NAP_score_or_BCR_ABL_test
D73.1,hypersplenism,vaccines(encapsulated_bacteria_prophylaxis);folic_acid,anticoagulants(if_severe_thrombocytopenia);hepatotoxins,3,Sequestration_of_blood_cells;treat_primary_cause_cirrhosis_malaria;splenectomy_last_resort
D75.1,secondary_polycythemia,aspirin(low_dose);oxygen_therapy(if_hypoxic),diuretics(dehydration_worsens_hematocrit);androgens;epoetin,3,Associated_with_smoking_COPD_sleep_apnea;phlebotomy_if_hyperviscosity_symptoms;target_Hct_control
D80.0,hereditary_hypogammaglobulinemia,IVIG_or_SCIG(immunoglobulin_replacement);prophylactic_antibiotics(azithromycin_cotrimoxazole),live_attenuated_vaccines(OPV_BCG_MMR);corticosteroids(further_suppression),4,Bruton_agammaglobulinemia_or_CVID;trough_IgG_monitoring;treat_infections_aggressively
D86.0,sarcoidosis_lung,corticosteroids(prednisolone);methotrexate;antimalarials(chloroquine);infliximab(refractory),calcium_supplements(hypercalcemia_risk);vitamin_D;immune_checkpoint_inhibitors,5,Non_caseating_granulomas;monitor_calcium_ACE_levels;ophthalmology_screening_required
E05.0,graves_disease,antithyroid_agents(methimazole_or_propylthiouracil);beta_blockers(propranolol);radioactive_iodine,amiodarone(worsens_thyrotoxicosis);iodinated_contrast(unless_storm);aspirin(displaces_t4),4,Thai_endocrine_guidelines_favor_methimazole_except_first_trimester_pregnancy;monitor_cbc_liver_function
E06.3,hashimoto_thyroiditis,thyroid_hormones(levothyroxine),calcium_iron_supplements(separate_by_4_hours);proton_pump_inhibitors(reduce_absorption),3,Lifelong_replacement;titrate_TSH_to_normal_range;brand_consistency_recommended
E05.5,thyroid_storm,antithyroid_agents(propylthiouracil);iodine_solutions(lugols);beta_blockers(propranolol_iv);corticosteroids(hydrocortisone),aspirin(increases_free_t4);sympathomimetics,8,Medical_emergency;inhibit_hormone_synthesis_release_and_peripheral_conversion;icu_admission
E04.1,nontoxic_single_thyroid_nodule,observation;levothyroxine(suppressive_therapy_controversial);radioactive_iodine,anticoagulants(if_fna_planned);goitrogens,2,FNA_biopsy_criteria_based_on_ultrasound_features;TSH_monitoring;surgery_if_compressive
E06.1,subacute_thyroiditis,nsaids(ibuprofen);corticosteroids(prednisolone);beta_blockers(propranolol),antithyroid_drugs(ineffective_due_to_leakage_mechanism);antibiotics(viral_etiology),4,Self_limiting_course;treat_pain_and_palpitations;monitor_for_transient_hypothyroid_phase
E03.1,congenital_hypothyroidism,thyroid_hormones(levothyroxine_crushed),soy_formulas(interfere_absorption);iron_supplements_concurrently,2,Urgent_treatment_to_prevent_intellectual_disability;Thai_newborn_screening_program;frequent_dose_adjustments
E10.1,type1_dm_ketoacidosis,insulins(regular_iv);intravenous_fluids(nss);electrolytes(potassium_chloride);bicarbonate(severe_acidosis),sglt2_inhibitors(euglycemic_dka_risk);corticosteroids;thiazides,6,Thai_CPG_DKA_protocol;close_anion_gap;transition_to_subcutaneous_insulin_after_resolution
E10.4,type1_dm_neuropathy,insulins(basal_bolus);anticonvulsants(gabapentin_pregabalin);snri(duloxetine);tc_antidepressants(amitriptyline),opioids(chronic_use_not_recommended);nephrotoxic_nsaids,6,Strict_glycemic_control_slows_progression;foot_care_education;symptomatic_relief
E11.2,type2_dm_nephropathy,ace_inhibitors(enalapril);arbs(losartan);sglt2_inhibitors(dapagliflozin);insulins,nsaids;aminoglycosides;metformin(if_gfr_low);sulfonylureas(long_acting),7,Monitor_urine_albumin;ACEI_ARB_first_line_for_proteinuria;dose_adjust_renally_cleared_meds
E11.3,type2_dm_retinopathy,anti_vegf(ranibizumab_intravitreal);lipid_lowering_agents(fenofibrate);antihypertensives,glitazones(worsen_macular_edema);aspirin(high_dose_relative_caution),6,Ophthalmology_referral;control_bp_and_lipids;laser_photocoagulation_adjunct
E11.4,type2_dm_neuropathy,biguanides(metformin);anticonvulsants(pregabalin);snri(duloxetine);vitamins(b1_6_12),colchicine(neurotoxicity_risk);long_term_metformin_without_b12_monitoring,6,Screening_with_monofilament;amitriptyline_is_nlem_first_line_pain_relief;glycemic_control
E11.5,type2_dm_pvd,antiplatelets(aspirin_clopidogrel);statins(atorvastatin);phosphodiesterase_inhibitors(cilostazol);hypoglycemics,beta_blockers(non_selective_caution_in_severe_pad);vasoconstrictors,7,Foot_screening;smoking_cessation_mandatory;cilostazol_improves_walking_distance
E15,nondiabetic_hypoglycemic_coma,glucose(d50w_iv);glucagon(im);crystalloids(d10w),insulin;sulfonylureas;beta_blockers(mask_symptoms);alcohol,4,Establish_iv_access_immediately;monitor_capillary_glucose;investigate_etiology_post_recovery
E16.2,hypoglycemia_unspecified,oral_glucose;complex_carbohydrates,fluoroquinolones(dysglycemia_risk);ace_inhibitors(increase_insulin_sensitivity_rarely),2,Rule_of_15_treatment;review_diabetic_medications;consider_insulinoma_if_recurrent_fasting
E20.0,idiopathic_hypoparathyroidism,vitamin_d_analogs(calcitriol);calcium_supplements(calcium_carbonate);thiazides(hydrochlorothiazide),loop_diuretics(furosemide_wastes_calcium);bisphosphonates;calcitonin,5,Monitor_serum_calcium_and_phosphate;aim_for_low_normal_calcium_to_prevent_nephrocalcinosis
E21.0,primary_hyperparathyroidism,calcimimetics(cinacalcet);bisphosphonates(alendronate);iv_fluids,thiazides(worsen_hypercalcemia);lithium(raises_threshold);calcium_supplements,5,Surgical_parathyroidectomy_curative;monitor_bone_density_and_renal_function;hydration_essential
E22.0,acromegaly,somatostatin_analogs(octreotide_lanreotide);dopamine_agonists(cabergoline);gh_receptor_antagonists,oral_contraceptives(interfere_gh_measurement);clonidine,4,Transsphenoidal_surgery_first_line;monitor_igf1_levels;screen_for_cardiac_complications
E22.1,hyperprolactinemia,dopamine_agonists(bromocriptine_cabergoline),antipsychotics(risperidone_haloperidol);metoclopramide;domperidone;estrogens,3,MRI_pituitary_protocol;exclude_drug_induced_causes;cabergoline_better_tolerated_than_bromocriptine
E23.0,hypopituitarism,corticosteroids(hydrocortisone);levothyroxine;sex_hormones(testosterone_estrogen);growth_hormone,thyroid_hormone_without_steroid_cover(precipitates_crisis);sedatives,6,Replace_steroids_first_then_thyroid;lifelong_replacement;medic_alert_card_essential
E23.2,diabetes_insipidus,desmopressin(ddavp);thiazides(paradoxical_effect);nsaids(indomethacin);amiloride,lithium(nephrogenic_cause);demeclocycline,4,Distinguish_cranial_vs_nephrogenic;monitor_sodium_and_urine_output;fluid_balance_critical
E24.0,cushings_disease,steroidogenesis_inhibitors(ketoconazole_metyrapone);somatostatin_analogs(pasireotide),exogenous_glucocorticoids;ritonavir(increases_corticosteroid_levels),5,Pituitary_surgery_primary;medical_therapy_bridge_to_surgery;monitor_cortisol_and_acth
E26.0,primary_hyperaldosteronism,mra(spironolactone_eplerenone);potassium_supplements;calcium_channel_blockers,diuretics_wasting_potassium;ace_inhibitors(interfere_renin_testing_washout_needed),4,Screen_hypertensives_with_hypokalemia;salt_restriction;surgery_for_unilateral_adenoma
E27.1,primary_adrenocortical_insufficiency,glucocorticoids(hydrocortisone);mineralocorticoids(fludrocortisone),rifampin(increases_steroid_metabolism);etomidate;ketoconazole,3,Addisons_disease;stress_dosing_instructions_sick_day_rules;monitor_bp_electrolytes
E66.0,obesity_excess_calories,glp1_agonists(liraglutide);lipase_inhibitors(orlistat);phentermine(short_term),atypical_antipsychotics(weight_gain);corticosteroids;sulfonylureas;insulin,4,Thai_obesity_guidelines_emphasize_lifestyle;pharmacotherapy_adjunct_bmi_over_27_with_comorbidity
E78.0,pure_hypercholesterolemia,statins(atorvastatin_rosuvastatin);cholesterol_absorption_inhibitors(ezetimibe);pcsk9_inhibitors;bile_acid_sequestrants,macrolides_with_statins(myopathy);cyclosporine,4,High_intensity_statin_for_high_cv_risk;target_ldl_goals_per_thai_lipid_guidelines
E78.1,pure_hyperglyceridemia,fibrates(fenofibrate_gemfibrozil);omega_3_fatty_acids;nicotinic_acid,bile_acid_sequestrants(raise_tg);beta_blockers(may_raise_tg);estrogens,5,Pancreatitis_risk_if_tg_over_500;dietary_fat_restriction;avoid_alcohol
E78.2,mixed_hyperlipidemia,statins(atorvastatin);fibrates(fenofibrate);ezetimibe,gemfibrozil_plus_statin(rhabdomyolysis_risk);protease_inhibitors,5,Fenofibrate_preferred_if_combining_with_statin;monitor_liver_enzymes_and_ck
E79.0,asymptomatic_hyperuricemia,xanthine_oxidase_inhibitors(allopurinol_febuxostat);lifestyle_modification,thiazides;loop_diuretics;aspirin(low_dose_retains_urate);pyrazinamide,3,Treat_if_uric_acid_very_high_or_tumor_lysis_risk;screen_hla_b5801_before_allopurinol_in_thais
E83.5,disorders_of_calcium_metabolism,bisphosphonates(zoledronic_acid);calcitonin;denosumab;fluids,thiazides(in_hypercalcemia);calcium_supplements(in_hypercalcemia);lithium,5,Identify_underlying_cause_malignancy_or_parathyroid;hydration_is_first_step_for_hypercalcemia
E87.1,hypo_osmolality_hyponatremia,vaptans(tolvaptan);hypertonic_saline(3_percent_nacl);salt_tablets;loop_diuretics,desmopressin(unless_correction_too_fast);ssri(siadh_risk);thiazides,5,Slow_correction_to_prevent_ods;fluid_restriction_for_siadh;treat_underlying_cause
